"group","lon","lat","species","subspecies","ID"
"Gulf",-99.524794,27.62717,"rufivirgatus","ruf_rufivirgatus",59806
"Gulf",-97.862802,26.451578,"rufivirgatus","ruf_rufivirgatus",59922
"Gulf",-97.6533079,27.2207464,"rufivirgatus","ruf_rufivirgatus",60057
"Gulf",-98.1765747,27.6713665,"rufivirgatus","ruf_rufivirgatus",60132
"Gulf",-99.7210121,29.5133455,"rufivirgatus","ruf_rufivirgatus",60212
"Gulf",-97.2986984,25.9603598,"rufivirgatus","ruf_rufivirgatus",60326
"Gulf",-98.678009,27.3100604,"rufivirgatus","ruf_rufivirgatus",60341
"Gulf",-98.2427502,28.6493944,"rufivirgatus","ruf_rufivirgatus",60424
"Gulf",-100.0165272,29.685182,"rufivirgatus","ruf_rufivirgatus",60483
"Gulf",-99.8348908,28.5032916,"rufivirgatus","ruf_rufivirgatus",60810
"Gulf",-99.8796272,29.1909075,"rufivirgatus","ruf_rufivirgatus",60912
"Gulf",-100.491241,29.327982,"rufivirgatus","ruf_rufivirgatus",60936
"Gulf",-96.8483,28.4387,"rufivirgatus","ruf_rufivirgatus",61090
"Gulf",-97.8675842,26.0703529,"rufivirgatus","ruf_rufivirgatus",61409
"Gulf",-100.0310326,29.1825899,"rufivirgatus","ruf_rufivirgatus",61615
"Gulf",-97.5362778,25.9494011,"rufivirgatus","ruf_rufivirgatus",61680
"Gulf",-100.3989029,29.8135402,"rufivirgatus","ruf_rufivirgatus",61846
"Gulf",-98.01748,28.98275,"rufivirgatus","ruf_rufivirgatus",61943
"Gulf",-97.4468422,25.8142763,"rufivirgatus","ruf_rufivirgatus",62107
"Gulf",-97.7045059,26.1647982,"rufivirgatus","ruf_rufivirgatus",62149
"Gulf",-100.0638199,28.4043868,"rufivirgatus","ruf_rufivirgatus",62287
"Gulf",-98.5340595,26.2889518,"rufivirgatus","ruf_rufivirgatus",62451
"Gulf",-98.5296392,28.3970444,"rufivirgatus","ruf_rufivirgatus",62574
"Gulf",-97.975791,26.5105036,"rufivirgatus","ruf_rufivirgatus",62724
"Gulf",-98.5555309,26.6819618,"rufivirgatus","ruf_rufivirgatus",62872
"Gulf",-97.382984,25.930514,"rufivirgatus","ruf_rufivirgatus",62873
"Gulf",-98.3378935,26.1922196,"rufivirgatus","ruf_rufivirgatus",62946
"Gulf",-97.9532511,26.1256099,"rufivirgatus","ruf_rufivirgatus",63022
"Gulf",-99.46642,29.31744,"rufivirgatus","ruf_rufivirgatus",63067
"Gulf",-97.7893066,28.5459257,"rufivirgatus","ruf_rufivirgatus",63080
"Gulf",-100.2845764,29.2660349,"rufivirgatus","ruf_rufivirgatus",63090
"Gulf",-97.3587799,25.9370521,"rufivirgatus","ruf_rufivirgatus",63169
"Gulf",-98.3585358,26.2687883,"rufivirgatus","ruf_rufivirgatus",63267
"Gulf",-99.8881674,30.397679,"rufivirgatus","ruf_rufivirgatus",63271
"Gulf",-98.7622833,26.4414498,"rufivirgatus","ruf_rufivirgatus",63396
"Gulf",-98.1762528,28.0535187,"rufivirgatus","ruf_rufivirgatus",63712
"Gulf",-97.7206421,26.7161738,"rufivirgatus","ruf_rufivirgatus",63868
"Gulf",-100.1187193,28.6306562,"rufivirgatus","ruf_rufivirgatus",64132
"Gulf",-98.1899643,28.0406221,"rufivirgatus","ruf_rufivirgatus",64134
"Gulf",-98.4153557,26.1853263,"rufivirgatus","ruf_rufivirgatus",64172
"Gulf",-99.7719955,30.4889916,"rufivirgatus","ruf_rufivirgatus",64250
"Gulf",-97.9966736,29.0481414,"rufivirgatus","ruf_rufivirgatus",64328
"Gulf",-98.2351971,26.1927972,"rufivirgatus","ruf_rufivirgatus",64454
"Gulf",-99.9944444,29.3736111,"rufivirgatus","ruf_rufivirgatus",64455
"Gulf",-98.1418762,27.2280123,"rufivirgatus","ruf_rufivirgatus",64501
"Gulf",-97.9649162,26.0703529,"rufivirgatus","ruf_rufivirgatus",64598
"Gulf",-97.7392673,26.5460746,"rufivirgatus","ruf_rufivirgatus",64613
"Gulf",-97.63031,26.14348,"rufivirgatus","ruf_rufivirgatus",64673
"Gulf",-99.1100556,28.5513056,"rufivirgatus","ruf_rufivirgatus",64717
"Gulf",-98.8569546,28.980213,"rufivirgatus","ruf_rufivirgatus",64763
"Gulf",-99.1194167,28.5560278,"rufivirgatus","ruf_rufivirgatus",64870
"Gulf",-99.1750278,28.56725,"rufivirgatus","ruf_rufivirgatus",65244
"Gulf",-98.2620621,26.9175904,"rufivirgatus","ruf_rufivirgatus",65335
"Gulf",-99.6568337,29.4603952,"rufivirgatus","ruf_rufivirgatus",65386
"Gulf",-97.8111935,26.0675773,"rufivirgatus","ruf_rufivirgatus",65421
"Gulf",-97.7854671,27.0385918,"rufivirgatus","ruf_rufivirgatus",65504
"Gulf",-98.469802,26.3384607,"rufivirgatus","ruf_rufivirgatus",65519
"Gulf",-98.4706689,26.2379915,"rufivirgatus","ruf_rufivirgatus",65536
"Gulf",-99.4242096,27.2054804,"rufivirgatus","ruf_rufivirgatus",65540
"Gulf",-99.6788807,29.4733132,"rufivirgatus","ruf_rufivirgatus",65541
"Gulf",-101.0200569,29.5493816,"rufivirgatus","ruf_rufivirgatus",65724
"Gulf",-98.0511761,26.485708,"rufivirgatus","ruf_rufivirgatus",65945
"Gulf",-99.0954722,28.5441111,"rufivirgatus","ruf_rufivirgatus",66051
"Gulf",-98.2390594,26.1696128,"rufivirgatus","ruf_rufivirgatus",66101
"Gulf",-99.7824068,29.2672329,"rufivirgatus","ruf_rufivirgatus",66102
"Gulf",-100.4197755,29.295101,"rufivirgatus","ruf_rufivirgatus",66156
"Gulf",-99.5322382,29.6143005,"rufivirgatus","ruf_rufivirgatus",66295
"Gulf",-98.4299469,27.7877577,"rufivirgatus","ruf_rufivirgatus",66460
"Gulf",-99.7829567,29.2793113,"rufivirgatus","ruf_rufivirgatus",66626
"Gulf",-101.1494493,29.9662647,"rufivirgatus","ruf_rufivirgatus",66884
"Gulf",-98.182569,26.184073,"rufivirgatus","ruf_rufivirgatus",67104
"Gulf",-99.3405247,29.3056362,"rufivirgatus","ruf_rufivirgatus",67262
"Gulf",-99.9402237,29.3302576,"rufivirgatus","ruf_rufivirgatus",67886
"Gulf",-98.9627458,27.2839685,"rufivirgatus","ruf_rufivirgatus",67960
"Gulf",-97.9643664,26.1540255,"rufivirgatus","ruf_rufivirgatus",67982
"Gulf",-97.5652088,26.3902739,"rufivirgatus","ruf_rufivirgatus",68002
"Gulf",-98.2229773,26.9207075,"rufivirgatus","ruf_rufivirgatus",68004
"Gulf",-98.1579924,26.4009081,"rufivirgatus","ruf_rufivirgatus",68040
"Gulf",-98.253346,26.0937505,"rufivirgatus","ruf_rufivirgatus",68173
"Gulf",-100.2162,25.6014,"rufivirgatus","ruf_rufivirgatus",68183
"Gulf",-97.504069,26.492755,"rufivirgatus","ruf_rufivirgatus",68779
"Gulf",-98.0488586,26.5369371,"rufivirgatus","ruf_rufivirgatus",68805
"Gulf",-98.8616213,28.9294245,"rufivirgatus","ruf_rufivirgatus",68807
"Gulf",-101.0198,29.71446,"rufivirgatus","ruf_rufivirgatus",68903
"Gulf",-97.7669182,27.2216938,"rufivirgatus","ruf_rufivirgatus",68904
"Gulf",-99.5640807,29.6520117,"rufivirgatus","ruf_rufivirgatus",69109
"Gulf",-97.8895569,26.4127805,"rufivirgatus","ruf_rufivirgatus",69277
"Gulf",-99.44081,27.211998,"rufivirgatus","ruf_rufivirgatus",69846
"Gulf",-99.793712,29.232995,"rufivirgatus","ruf_rufivirgatus",70041
"Gulf",-99.896198,26.1013341,"rufivirgatus","ruf_rufivirgatus",70167
"Gulf",-99.8044295,30.4446572,"rufivirgatus","ruf_rufivirgatus",70442
"Gulf",-99.1084385,28.8739528,"rufivirgatus","ruf_rufivirgatus",70571
"Gulf",-98.3559485,28.4600882,"rufivirgatus","ruf_rufivirgatus",70595
"Gulf",-97.8765063,26.0720883,"rufivirgatus","ruf_rufivirgatus",70603
"Gulf",-100.9863281,29.6964036,"rufivirgatus","ruf_rufivirgatus",70767
"Gulf",-97.3102347,26.1080924,"rufivirgatus","ruf_rufivirgatus",71047
"Gulf",-100.1935101,25.5892074,"rufivirgatus","ruf_rufivirgatus",71311
"Gulf",-100.3779442,25.6794188,"rufivirgatus","ruf_rufivirgatus",71484
"Gulf",-100.1807106,29.4338325,"rufivirgatus","ruf_rufivirgatus",71795
"Gulf",-97.7689033,28.4028736,"rufivirgatus","ruf_rufivirgatus",71901
"Gulf",-101.1954117,30.0117334,"rufivirgatus","ruf_rufivirgatus",72033
"Gulf",-99.4790071,29.3248651,"rufivirgatus","ruf_rufivirgatus",72054
"Gulf",-98.7732697,27.1398126,"rufivirgatus","ruf_rufivirgatus",72148
"Gulf",-99.7816086,28.649432,"rufivirgatus","ruf_rufivirgatus",72179
"Gulf",-98.7553096,29.5370728,"rufivirgatus","ruf_rufivirgatus",72258
"Gulf",-97.9827238,27.2803411,"rufivirgatus","ruf_rufivirgatus",72751
"Gulf",-99.524256,27.5200324,"rufivirgatus","ruf_rufivirgatus",72753
"Gulf",-98.0483709,26.5026502,"rufivirgatus","ruf_rufivirgatus",73032
"Gulf",-96.818819,28.2403924,"rufivirgatus","ruf_rufivirgatus",73133
"Gulf",-99.378094,29.342944,"rufivirgatus","ruf_rufivirgatus",73180
"Gulf",-99.508765,29.515478,"rufivirgatus","ruf_rufivirgatus",73344
"Gulf",-97.0544662,28.0205994,"rufivirgatus","ruf_rufivirgatus",73416
"Gulf",-98.2168293,26.0819024,"rufivirgatus","ruf_rufivirgatus",73429
"Gulf",-99.23755,28.56754,"rufivirgatus","ruf_rufivirgatus",73431
"Gulf",-97.758353,26.215353,"rufivirgatus","ruf_rufivirgatus",73505
"Gulf",-98.530798,27.4137572,"rufivirgatus","ruf_rufivirgatus",73667
"Gulf",-99.07572,28.53498,"rufivirgatus","ruf_rufivirgatus",73836
"Gulf",-98.0665505,26.4003748,"rufivirgatus","ruf_rufivirgatus",74216
"Gulf",-97.5884628,26.1824765,"rufivirgatus","ruf_rufivirgatus",74628
"Gulf",-99.6958971,24.7770027,"rufivirgatus","ruf_rufivirgatus",74908
"Gulf",-97.87138,26.52395,"rufivirgatus","ruf_rufivirgatus",74913
"Gulf",-100.4273987,29.6116701,"rufivirgatus","ruf_rufivirgatus",74926
"Gulf",-100.5098069,28.7081482,"rufivirgatus","ruf_rufivirgatus",75076
"Gulf",-97.77123,26.12524,"rufivirgatus","ruf_rufivirgatus",75147
"Gulf",-99.1928101,27.5928921,"rufivirgatus","ruf_rufivirgatus",75482
"Gulf",-97.911777,23.840546,"rufivirgatus","ruf_rufivirgatus",75527
"Gulf",-100.3779602,29.1506621,"rufivirgatus","ruf_rufivirgatus",75811
"Gulf",-99.8116493,28.6006494,"rufivirgatus","ruf_rufivirgatus",75976
"Gulf",-97.8437233,28.7630319,"rufivirgatus","ruf_rufivirgatus",76290
"Gulf",-99.22608,28.57977,"rufivirgatus","ruf_rufivirgatus",76442
"Gulf",-99.0428,28.52321,"rufivirgatus","ruf_rufivirgatus",76685
"Gulf",-97.53555,26.61073,"rufivirgatus","ruf_rufivirgatus",7247
"Gulf",-97.78965,28.1958085,"rufivirgatus","ruf_rufivirgatus",76883
"Gulf",-98.8739585,26.4745634,"rufivirgatus","ruf_rufivirgatus",76947
"Gulf",-99.8319349,29.2034685,"rufivirgatus","ruf_rufivirgatus",76972
"Gulf",-97.8918056,28.6922566,"rufivirgatus","ruf_rufivirgatus",77057
"Gulf",-98.2987547,27.3811421,"rufivirgatus","ruf_rufivirgatus",77063
"Gulf",-98.5257769,29.304738,"rufivirgatus","ruf_rufivirgatus",77116
"Gulf",-99.1143608,28.8867669,"rufivirgatus","ruf_rufivirgatus",77131
"Gulf",-97.727646,26.811689,"rufivirgatus","ruf_rufivirgatus",77225
"Gulf",-98.256953,27.788013,"rufivirgatus","ruf_rufivirgatus",77466
"Gulf",-97.55859,26.07814,"rufivirgatus","ruf_rufivirgatus",77469
"Gulf",-99.409046,28.045859,"rufivirgatus","ruf_rufivirgatus",77472
"Gulf",-98.0664368,28.4936378,"rufivirgatus","ruf_rufivirgatus",77562
"Gulf",-98.7817454,25.8936029,"rufivirgatus","ruf_rufivirgatus",77645
"Gulf",-98.00643,26.446927,"rufivirgatus","ruf_rufivirgatus",77700
"Gulf",-98.056,26.61006,"rufivirgatus","ruf_rufivirgatus",77905
"Gulf",-97.7138964,26.0907269,"rufivirgatus","ruf_rufivirgatus",77965
"Gulf",-97.8410625,28.5395922,"rufivirgatus","ruf_rufivirgatus",77995
"Gulf",-97.707041,26.129706,"rufivirgatus","ruf_rufivirgatus",78159
"Gulf",-98.2197046,26.2095087,"rufivirgatus","ruf_rufivirgatus",78437
"Gulf",-99.3315876,28.0141992,"rufivirgatus","ruf_rufivirgatus",78744
"Gulf",-97.4619591,25.9108351,"rufivirgatus","ruf_rufivirgatus",78831
"Gulf",-99.14141,29.34743,"rufivirgatus","ruf_rufivirgatus",79044
"Gulf",-98.3499955,28.470985,"rufivirgatus","ruf_rufivirgatus",79211
"Gulf",-98.0759811,28.9235845,"rufivirgatus","ruf_rufivirgatus",79568
"Gulf",-97.568357,26.0795175,"rufivirgatus","ruf_rufivirgatus",79689
"Gulf",-97.6674271,27.3063311,"rufivirgatus","ruf_rufivirgatus",80249
"Gulf",-98.2622337,26.6105594,"rufivirgatus","ruf_rufivirgatus",80856
"Gulf",-99.96648,27.03487,"rufivirgatus","ruf_rufivirgatus",81104
"Gulf",-97.7616952,26.0891184,"rufivirgatus","ruf_rufivirgatus",81713
"Gulf",-98.8549805,26.325422,"rufivirgatus","ruf_rufivirgatus",82088
"Gulf",-98.6379576,29.2666339,"rufivirgatus","ruf_rufivirgatus",82242
"Gulf",-98.4402466,26.7722807,"rufivirgatus","ruf_rufivirgatus",82329
"Gulf",-97.7436447,26.0977965,"rufivirgatus","ruf_rufivirgatus",82387
"Gulf",-99.2033511,29.4971744,"rufivirgatus","ruf_rufivirgatus",82534
"Gulf",-98.0776978,26.5602784,"rufivirgatus","ruf_rufivirgatus",82722
"Gulf",-98.76168,26.3463,"rufivirgatus","ruf_rufivirgatus",82727
"Gulf",-97.3494444,26.1819444,"rufivirgatus","ruf_rufivirgatus",83133
"Gulf",-99.680718,27.665389,"rufivirgatus","ruf_rufivirgatus",83240
"Gulf",-98.065798,28.950673,"rufivirgatus","ruf_rufivirgatus",83429
"Gulf",-98.013154,27.4965727,"rufivirgatus","ruf_rufivirgatus",83742
"Gulf",-99.5779216,27.6325356,"rufivirgatus","ruf_rufivirgatus",83754
"Gulf",-97.28605,26.09282,"rufivirgatus","ruf_rufivirgatus",83965
"Gulf",-97.8337133,27.4808432,"rufivirgatus","ruf_rufivirgatus",83971
"Gulf",-97.2999001,26.0023329,"rufivirgatus","ruf_rufivirgatus",83991
"Gulf",-98.8215226,29.0020413,"rufivirgatus","ruf_rufivirgatus",84163
"Gulf",-97.3379721,27.7085274,"rufivirgatus","ruf_rufivirgatus",84581
"Gulf",-98.61794,27.86859,"rufivirgatus","ruf_rufivirgatus",84834
"Gulf",-97.97274,26.14041,"rufivirgatus","ruf_rufivirgatus",85052
"Gulf",-97.661235,26.677353,"rufivirgatus","ruf_rufivirgatus",85192
"Gulf",-98.0234957,26.3835661,"rufivirgatus","ruf_rufivirgatus",85456
"Gulf",-98.198308,28.037964,"rufivirgatus","ruf_rufivirgatus",85482
"Gulf",-97.5247222,26.4838889,"rufivirgatus","ruf_rufivirgatus",85488
"Gulf",-100.360542,29.34613,"rufivirgatus","ruf_rufivirgatus",85594
"Gulf",-97.6896143,26.4137029,"rufivirgatus","ruf_rufivirgatus",85607
"Gulf",-100.7872653,29.2303046,"rufivirgatus","ruf_rufivirgatus",85698
"Gulf",-99.2601013,26.8926791,"rufivirgatus","ruf_rufivirgatus",85842
"Gulf",-98.054811,28.377777,"rufivirgatus","ruf_rufivirgatus",85923
"Gulf",-97.6633501,27.8822806,"rufivirgatus","ruf_rufivirgatus",86136
"Gulf",-97.3526001,26.3191905,"rufivirgatus","ruf_rufivirgatus",86429
"Gulf",-98.470115,28.789268,"rufivirgatus","ruf_rufivirgatus",86565
"Gulf",-98.663105,27.299865,"rufivirgatus","ruf_rufivirgatus",86649
"Gulf",-98.1632549,28.0753882,"rufivirgatus","ruf_rufivirgatus",86868
"Gulf",-98.0559933,27.1845434,"rufivirgatus","ruf_rufivirgatus",87103
"Gulf",-97.475905,25.898851,"rufivirgatus","ruf_rufivirgatus",87491
"Gulf",-97.7831268,27.2854512,"rufivirgatus","ruf_rufivirgatus",88683
"Gulf",-97.491728,26.332377,"rufivirgatus","ruf_rufivirgatus",89367
"Gulf",-100.0117636,28.4898911,"rufivirgatus","ruf_rufivirgatus",89405
"Gulf",-98.5814195,27.926674,"rufivirgatus","ruf_rufivirgatus",89417
"Gulf",-99.304411,28.080031,"rufivirgatus","ruf_rufivirgatus",89544
"Gulf",-99.7008419,29.4801028,"rufivirgatus","ruf_rufivirgatus",89664
"Gulf",-100.542604,28.836989,"rufivirgatus","ruf_rufivirgatus",89944
"Gulf",-97.678232,28.380556,"rufivirgatus","ruf_rufivirgatus",90221
"Gulf",-97.819442,28.666867,"rufivirgatus","ruf_rufivirgatus",90225
"Gulf",-98.442825,26.438757,"rufivirgatus","ruf_rufivirgatus",90352
"Gulf",-99.438894,28.941187,"rufivirgatus","ruf_rufivirgatus",90475
"Gulf",-98.8414407,26.4819193,"rufivirgatus","ruf_rufivirgatus",90485
"Gulf",-98.2984543,26.8641994,"rufivirgatus","ruf_rufivirgatus",90502
"Gulf",-98.6488795,27.6660668,"rufivirgatus","ruf_rufivirgatus",90544
"Gulf",-99.406433,28.346329,"rufivirgatus","ruf_rufivirgatus",90605
"Gulf",-97.2818112,26.0536407,"rufivirgatus","ruf_rufivirgatus",90819
"Gulf",-99.115865,28.900583,"rufivirgatus","ruf_rufivirgatus",90843
"Gulf",-98.4761563,27.5518318,"rufivirgatus","ruf_rufivirgatus",90910
"Gulf",-100.396837,27.430451,"rufivirgatus","ruf_rufivirgatus",90953
"Gulf",-97.9999352,26.1487351,"rufivirgatus","ruf_rufivirgatus",91479
"Gulf",-99.429094,27.076436,"rufivirgatus","ruf_rufivirgatus",91480
"Gulf",-98.436025,28.017925,"rufivirgatus","ruf_rufivirgatus",91642
"Gulf",-99.602078,28.962029,"rufivirgatus","ruf_rufivirgatus",91764
"Gulf",-99.374468,28.3162,"rufivirgatus","ruf_rufivirgatus",91768
"Gulf",-97.355308,26.175797,"rufivirgatus","ruf_rufivirgatus",91864
"Gulf",-100.030448,29.477541,"rufivirgatus","ruf_rufivirgatus",91876
"Gulf",-97.8798151,27.504465,"rufivirgatus","ruf_rufivirgatus",92202
"Gulf",-99.98935,29.44266,"rufivirgatus","ruf_rufivirgatus",92644
"Gulf",-98.415061,27.598818,"rufivirgatus","ruf_rufivirgatus",92904
"Gulf",-97.556605,26.381189,"rufivirgatus","ruf_rufivirgatus",93034
"Gulf",-97.8998566,27.5409251,"rufivirgatus","ruf_rufivirgatus",93166
"Gulf",-99.5129237,27.4988684,"rufivirgatus","ruf_rufivirgatus",93447
"Gulf",-97.7383054,26.7338649,"rufivirgatus","ruf_rufivirgatus",93662
"Gulf",-99.5197821,28.574271,"rufivirgatus","ruf_rufivirgatus",93694
"Gulf",-97.9188681,29.1751984,"rufivirgatus","ruf_rufivirgatus",93820
"Gulf",-98.134961,26.934492,"rufivirgatus","ruf_rufivirgatus",94300
"Gulf",-98.9033139,26.9821715,"rufivirgatus","ruf_rufivirgatus",94808
"Gulf",-97.5171881,26.0056228,"rufivirgatus","ruf_rufivirgatus",95134
"Gulf",-97.4564552,26.2980319,"rufivirgatus","ruf_rufivirgatus",95673
"Gulf",-97.7489662,26.4811754,"rufivirgatus","ruf_rufivirgatus",96083
"Gulf",-97.82387,26.15895,"rufivirgatus","ruf_rufivirgatus",96139
"Gulf",-100.0177717,29.530002,"rufivirgatus","ruf_rufivirgatus",96863
"Gulf",-99.3096471,29.0162281,"rufivirgatus","ruf_rufivirgatus",96883
"Gulf",-97.659835,27.936651,"rufivirgatus","ruf_rufivirgatus",97012
"Gulf",-97.962007,26.056103,"rufivirgatus","ruf_rufivirgatus",97513
"Gulf",-98.7772518,25.7237059,"rufivirgatus","ruf_rufivirgatus",97660
"Gulf",-97.4984069,26.2811401,"rufivirgatus","ruf_rufivirgatus",97800
"Gulf",-98.7135839,25.697411,"rufivirgatus","ruf_rufivirgatus",97946
"Gulf",-98.648336,26.601743,"rufivirgatus","ruf_rufivirgatus",98074
"Gulf",-98.656985,25.6838533,"rufivirgatus","ruf_rufivirgatus",98199
"Gulf",-98.677635,25.6948783,"rufivirgatus","ruf_rufivirgatus",98200
"Gulf",-98.7121583,25.727525,"rufivirgatus","ruf_rufivirgatus",98203
"Gulf",-99.4151759,28.8211391,"rufivirgatus","ruf_rufivirgatus",98480
"Gulf",-98.439643,26.464413,"rufivirgatus","ruf_rufivirgatus",98597
"Gulf",-98.1659028,26.5761778,"rufivirgatus","ruf_rufivirgatus",98737
"Gulf",-98.289824,28.440221,"rufivirgatus","ruf_rufivirgatus",98877
"Gulf",-99.766032,29.21215,"rufivirgatus","ruf_rufivirgatus",99149
"Gulf",-98.6116417,25.64766,"rufivirgatus","ruf_rufivirgatus",99158
"Gulf",-98.7411517,25.7032817,"rufivirgatus","ruf_rufivirgatus",99539
"Gulf",-99.796324,28.586485,"rufivirgatus","ruf_rufivirgatus",99543
"Gulf",-97.4417044,26.3317579,"rufivirgatus","ruf_rufivirgatus",99677
"Gulf",-97.7472496,27.3698618,"rufivirgatus","ruf_rufivirgatus",99952
"Gulf",-98.1190349,27.1968858,"rufivirgatus","ruf_rufivirgatus",100504
"Gulf",-97.475354,26.3306631,"rufivirgatus","ruf_rufivirgatus",100522
"Gulf",-97.6987235,27.8867262,"rufivirgatus","ruf_rufivirgatus",100534
"Gulf",-100.311081,29.384381,"rufivirgatus","ruf_rufivirgatus",100667
"Gulf",-99.2764843,27.5153009,"rufivirgatus","ruf_rufivirgatus",100960
"Gulf",-97.755445,26.685984,"rufivirgatus","ruf_rufivirgatus",101117
"Gulf",-97.796635,27.422021,"rufivirgatus","ruf_rufivirgatus",101179
"Gulf",-99.5983171,28.8209135,"rufivirgatus","ruf_rufivirgatus",101208
"Gulf",-100.62965,29.627424,"rufivirgatus","ruf_rufivirgatus",101304
"Gulf",-97.6897029,26.2251315,"rufivirgatus","ruf_rufivirgatus",101969
"Gulf",-98.8028383,26.9522947,"rufivirgatus","ruf_rufivirgatus",102277
"Gulf",-100.3050041,28.8461773,"rufivirgatus","ruf_rufivirgatus",102408
"Gulf",-99.2268848,27.5692602,"rufivirgatus","ruf_rufivirgatus",102537
"Gulf",-98.3452014,26.6517388,"rufivirgatus","ruf_rufivirgatus",102538
"Gulf",-98.3248043,28.1048435,"rufivirgatus","ruf_rufivirgatus",102683
"Gulf",-97.5683556,26.4897792,"rufivirgatus","ruf_rufivirgatus",102920
"Gulf",-97.7411211,26.1701841,"rufivirgatus","ruf_rufivirgatus",103603
"Gulf",-98.7475083,25.695265,"rufivirgatus","ruf_rufivirgatus",103611
"Gulf",-100.6436491,28.9434907,"rufivirgatus","ruf_rufivirgatus",104019
"Gulf",-97.7524424,24.5124538,"rufivirgatus","ruf_rufivirgatus",104608
"Gulf",-97.5871153,28.1591809,"rufivirgatus","ruf_rufivirgatus",105302
"Gulf",-97.980636,26.489499,"rufivirgatus","ruf_rufivirgatus",105327
"Gulf",-100.417885,29.461895,"rufivirgatus","ruf_rufivirgatus",105976
"Gulf",-97.7875845,27.2422045,"rufivirgatus","ruf_rufivirgatus",105990
"Gulf",-98.7034791,25.6890513,"rufivirgatus","ruf_rufivirgatus",105995
"Gulf",-98.016984,26.406626,"rufivirgatus","ruf_rufivirgatus",106327
"Gulf",-100.910139,29.429835,"rufivirgatus","ruf_rufivirgatus",106723
"Gulf",-97.399271,25.928063,"rufivirgatus","ruf_rufivirgatus",106883
"Gulf",-98.0548766,28.4988284,"rufivirgatus","ruf_rufivirgatus",106899
